pdb_id,model,plddt,delta_to_best
2dc5,1,45.23,-38.28000000000001
2dc5,4,43.15761904761906,-40.35238095238095
2dc5,4,50.76726190476192,-32.74273809523809
2dc5,5,46.63273809523809,-36.877261904761916
2dc5,2,74.3892857142857,-9.1207142857143
2dc5,1,50.14309523809524,-33.36690476190476
2dc5,4,53.12964285714284,-30.380357142857164
2dc5,3,64.52345238095238,-18.986547619047627
2dc5,1,52.80011904761905,-30.709880952380956
2dc5,2,77.63452380952383,-5.875476190476178
2dc5,4,48.77285714285716,-34.73714285714284
2dc5,3,47.06190476190476,-36.44809523809524
2dc5,1,47.63976190476191,-35.87023809523809
2dc5,3,41.3222619047619,-42.1877380952381
2dc5,3,53.47119047619047,-30.038809523809533
2dc5,2,52.13940476190477,-31.370595238095234
2dc5,5,65.03714285714285,-18.47285714285715
2dc5,5,45.6920238095238,-37.8179761904762
2dc5,4,65.00857142857141,-18.50142857142859
2dc5,2,44.36345238095238,-39.146547619047624
2dc5,5,83.51,0.0
2dc5,4,48.49285714285715,-35.01714285714286
2dc5,4,48.25619047619047,-35.25380952380954
2dc5,3,75.87476190476191,-7.635238095238094
2dc5,2,48.2272619047619,-35.2827380952381
2dc5,4,48.08214285714286,-35.42785714285714
2dc5,5,39.13238095238096,-44.37761904761904
2dc5,3,47.00619047619048,-36.50380952380952
2dc5,2,59.96035714285716,-23.549642857142842
2dc5,1,56.26702380952382,-27.242976190476185
2dc5,1,51.7247619047619,-31.785238095238107
2dc5,1,48.47702380952381,-35.0329761904762
2dc5,2,43.72238095238095,-39.78761904761905
2dc5,4,58.52142857142857,-24.988571428571433
2dc5,3,51.25333333333333,-32.256666666666675
2dc5,5,41.04869047619048,-42.461309523809526
2dc5,5,42.297738095238095,-41.21226190476191
2dc5,2,43.6675,-39.84250000000001
2dc5,5,48.9945238095238,-34.51547619047621
2dc5,2,45.08083333333334,-38.42916666666667
2dc5,1,44.088452380952376,-39.42154761904763
3brs,1,57.60492753623189,-12.782572463768112
3brs,4,61.41496376811594,-8.972536231884064
3brs,1,61.630507246376816,-8.756992753623187
3brs,1,62.76170289855074,-7.625797101449265
3brs,2,66.71807971014493,-3.6694202898550685
3brs,1,50.83094202898551,-19.55655797101449
3brs,4,56.9825,-13.405000000000001
3brs,5,60.72452898550725,-9.662971014492754
3brs,4,64.8672463768116,-5.52025362318841
3brs,5,59.06605072463768,-11.321449275362326
3brs,3,63.16521739130435,-7.22228260869565
3brs,1,67.48322463768118,-2.9042753623188275
3brs,2,70.3875,0.0
3brs,2,46.22634057971015,-24.161159420289856
3brs,2,62.05264492753623,-8.334855072463775
3brs,3,56.61608695652174,-13.771413043478262
3brs,1,52.16032608695652,-18.22717391304348
3brs,5,41.35710144927537,-29.030398550724634
3brs,2,55.90239130434783,-14.485108695652173
3brs,4,61.22315217391304,-9.16434782608696
3brs,5,54.54800724637682,-15.839492753623183
3brs,4,41.9013768115942,-28.486123188405806
3brs,1,44.53188405797101,-25.85561594202899
3brs,5,63.75311594202899,-6.634384057971012
3brs,2,56.66699275362319,-13.720507246376812
3brs,4,55.07974637681159,-15.307753623188411
3brs,3,50.9129347826087,-19.4745652173913
3brs,4,62.84634057971016,-7.541159420289844
3brs,1,52.27510869565217,-18.11239130434783
3brs,3,54.14376811594203,-16.243731884057972
3brs,5,59.73217391304348,-10.65532608695652
3brs,2,58.86804347826087,-11.51945652173913
3brs,3,48.67134057971015,-21.716159420289856
3brs,3,64.41971014492752,-5.967789855072482
3brs,3,57.75021739130435,-12.63728260869565
3brs,3,36.38597826086957,-34.00152173913043
3brs,5,65.74134057971014,-4.646159420289862
3brs,4,58.82601449275363,-11.561485507246374
3brs,3,62.33159420289855,-8.055905797101452
3brs,5,60.103224637681166,-10.284275362318837
3brs,2,56.91039855072464,-13.47710144927536
3brs,2,64.84822463768116,-5.539275362318847
3brs,4,61.08257246376812,-9.30492753623188
3brs,5,55.614384057971016,-14.773115942028987
3brs,1,46.54460144927536,-23.84289855072464
6l2l,3,35.33116438356165,-36.87465753424656
6l2l,1,56.56082191780823,-15.644999999999982
6l2l,3,36.669178082191785,-35.536643835616424
6l2l,3,63.89691780821919,-8.308904109589015
6l2l,1,37.54815068493152,-34.65767123287669
6l2l,5,41.95821917808219,-30.24760273972602
6l2l,1,35.417054794520546,-36.78876712328766
6l2l,5,44.485684931506846,-27.720136986301362
6l2l,4,43.45863013698629,-28.74719178082192
6l2l,4,49.43061643835617,-22.77520547945204
6l2l,3,41.85486301369863,-30.350958904109575
6l2l,4,56.51458904109589,-15.69123287671232
6l2l,3,45.32972602739726,-26.87609589041095
6l2l,4,52.40116438356164,-19.804657534246566
6l2l,1,38.49232876712329,-33.71349315068492
6l2l,1,39.83424657534247,-32.37157534246574
6l2l,1,37.28931506849315,-34.916506849315056
6l2l,2,68.66164383561645,-3.5441780821917632
6l2l,2,40.46876712328768,-31.73705479452053
