,sid,rmsd_ss,rmsd_msa,plddt_ss,plddt_msa,solubility
168948,168948,29.295589447021484,0.5973600149154663,35.37960356219477,95.29565067509336,1
20039,20039,31.364749908447266,1.1057699918746948,34.930372081712065,88.12833414396887,1
64299,64299,18.175010681152344,15.222610473632812,48.75359241966493,91.22280966767372,1
20731,20731,30.63591957092285,1.1653300523757937,34.253543268038676,94.64422018348624,1
113692,113692,19.57925033569336,0.5181900262832642,35.83976145805414,93.22558027338516,1
21571,21571,40.68486022949219,5.295690059661865,40.48925407925408,91.35614748887475,1
170097,170097,28.949010848999023,0.679419994354248,36.045921619293715,96.1874677002584,1
177651,177651,31.047269821166992,0.51350998878479,35.64372567409144,95.89837280187577,1
24968,24968,31.901479721069336,6.351860046386719,42.55668664515137,85.1782864607346,1
20900,20900,31.024839401245117,0.6678199768066406,36.50540145985402,94.72198368398456,1
24937,24937,24.882959365844727,3.1423499584198,41.010873709293094,87.89701151707705,1
169562,169562,33.41563034057617,1.3924100399017334,34.060348166935675,95.41373530089923,1
180919,180919,30.344749450683594,2.169529914855957,37.13519477693145,92.81468117519044,1
227528,227528,42.15190124511719,13.572230339050291,38.63211488250653,74.46089643167971,1
224477,224477,21.58176040649414,0.976199984550476,50.41539168197761,79.24250375814265,1
25942,25942,30.03281021118164,1.0016900300979614,34.23572517321016,94.85533718244804,1
243440,243440,63.65781021118164,46.01778030395508,38.49989298022855,80.95701251587158,1
168912,168912,30.91901969909668,0.8118500113487244,32.79988243761996,96.36598848368524,1
176435,176435,25.305280685424805,1.125980019569397,36.177042376583664,93.77016819571864,1
176203,176203,25.79457092285156,0.5760300159454346,37.72460756501182,95.02855555555556,1
61410,61410,35.425960540771484,1.602120041847229,32.7219124521887,94.5118402039949,1
26217,26217,37.42144012451172,8.334369659423828,45.22789645881448,78.19545227097767,1
218713,218713,27.966760635375977,1.962180018424988,38.49787701317716,86.47650723930374,1
150334,150334,33.22298812866211,0.6798499822616577,34.33323330283623,93.08207502287284,1
30859,30859,28.65826988220215,0.6674100160598755,32.237638279192275,95.5754082528534,1
116119,116119,28.67007064819336,18.64373016357422,35.49289336653837,87.74207606973059,1
210355,210355,37.21255874633789,7.962560176849365,36.383612863830656,77.00951557093425,1
176844,176844,24.933000564575195,8.079870223999023,38.29161814843955,92.1442853396276,1
54250,54250,32.764469146728516,0.4714100062847137,34.99549458313707,95.51076307112577,1
218502,218502,26.42411994934082,7.398489952087402,34.5865243523316,89.82843730569948,1
24468,24468,36.96461868286133,2.8794400691986084,34.914632549836355,85.60002380243975,1
217931,217931,42.527198791503906,3.5808300971984863,32.831192859074925,84.94420205572085,1
210240,210240,37.02732849121094,1.27252995967865,35.41719619189845,93.32574948665298,1
191305,191305,29.78982925415039,0.5786299705505371,33.69118004418262,96.55084867452136,1
35487,35487,25.752649307250977,0.6588500142097473,35.68266725663717,92.71421238938052,1
228076,228076,28.310340881347656,6.330120086669922,36.23420785375762,80.02681448882869,1
250072,250072,35.02006149291992,4.362170219421387,61.62278260869565,82.35013962033068,1
154131,154131,28.233869552612305,0.9701300263404846,36.35007866023852,92.56910809439228,1
151005,151005,28.797740936279297,1.3681999444961548,38.386989737742304,88.72615862156341,1
