pdb_name,length,scr_pctg,header,tm_score,sc_rmsd,plddt,pct_helix,pct_strand,pct_coil
d4oo4a,105,scrambled_0.2,native,0.899211640607027,1.2267508721980545,76.59,0.3428571428571428,0.2666666666666666,0.3904761904761905
d4oo4a,105,scrambled_0.2,sample_1,0.5008480405607834,9.444040870312982,48.45,0.3142857142857143,0.1809523809523809,0.5047619047619047
d4oo4a,105,scrambled_0.2,sample_2,0.3864351024690654,8.625542252013641,38.44,0.0761904761904762,0.2761904761904762,0.6476190476190476
d4oo4a,105,scrambled_0.2,sample_3,0.5878333944778384,6.193821051710687,61.34,0.2857142857142857,0.3333333333333333,0.3809523809523809
d4oo4a,105,scrambled_0.2,sample_4,0.7587180995220102,4.713639777877856,70.9,0.3428571428571428,0.238095238095238,0.419047619047619
d4oo4a,105,scrambled_0.2,sample_5,0.817163314722155,2.084770279834023,65.75,0.419047619047619,0.2666666666666666,0.3142857142857143
d4oo4a,105,scrambled_0.2,sample_6,0.407782385305948,10.57790483863196,46.53,0.2666666666666666,0.2666666666666666,0.4666666666666667
d4oo4a,105,scrambled_0.2,sample_7,0.3565095879599968,10.342013294643786,53.55,0.3333333333333333,0.2857142857142857,0.3809523809523809
d4oo4a,105,scrambled_0.2,sample_8,0.2966838148827753,13.119901853325253,40.09,0.4095238095238095,0.1904761904761904,0.4
d4oo4a,105,scrambled_0.2,sample_9,0.3847586417596552,12.087386252690292,46.01,0.4380952380952381,0.2285714285714285,0.3333333333333333
d4oo4a,105,scrambled_0.2,sample_10,0.4571170345661924,10.815037544024092,48.32,0.1428571428571428,0.3047619047619048,0.5523809523809524
d4oo4a,105,scrambled_0.2,sample_11,0.4641655343100878,8.052213582970158,43.94,0.1428571428571428,0.2285714285714285,0.6285714285714286
d4oo4a,105,scrambled_0.2,sample_12,0.3811299563008705,12.954798115938534,55.17,0.2666666666666666,0.2857142857142857,0.4476190476190476
d4oo4a,105,scrambled_0.2,sample_13,0.4413242209323793,9.536254822727914,42.93,0.2571428571428571,0.1714285714285714,0.5714285714285714
d4oo4a,105,scrambled_0.2,sample_14,0.3150665246947606,13.197671482487738,36.53,0.2095238095238095,0.1238095238095238,0.6666666666666666
d4oo4a,105,scrambled_0.2,sample_15,0.6098942413376781,7.261278609665717,52.83,0.1904761904761904,0.238095238095238,0.5714285714285714
d4oo4a,105,scrambled_0.2,sample_16,0.3287566873274162,11.603123795792063,48.95,0.2,0.4095238095238095,0.3904761904761905
d4oo4a,105,scrambled_0.2,sample_17,0.2903747280735029,12.103211432314737,39.71,0.2857142857142857,0.2,0.5142857142857142
d4oo4a,105,scrambled_0.2,sample_18,0.2973720780893183,11.315796852502444,42.64,0.1809523809523809,0.2,0.6190476190476191
d4oo4a,105,scrambled_0.2,sample_19,0.5277223098018164,11.503668198380934,42.71,0.2476190476190476,0.2285714285714285,0.5238095238095238
d4oo4a,105,scrambled_0.2,sample_20,0.3169536694856137,11.571579948671715,40.72,0.2285714285714285,0.3238095238095238,0.4476190476190476
d4oo4a,105,scrambled_0.2,sample_21,0.3501880943480859,13.76434720232904,40.45,0.1428571428571428,0.2476190476190476,0.6095238095238096
