,prot,filename,plddt,rmsd
0,soluprot_191305_ss.pdb,soluprot_191305_ss,85.65775957290131,0.5509619429470507
1,soluprot_187191_ss.pdb,soluprot_187191_ss,92.02008915304606,0.40780876893261636
2,soluprot_49928_ss.pdb,soluprot_49928_ss,80.0122978080121,1.2766904333119786
3,soluprot_20340_ss.pdb,soluprot_20340_ss,94.57023949169111,0.9011132318326123
4,soluprot_117876_ss.pdb,soluprot_117876_ss,80.39488596491229,0.5929966234056712
5,soluprot_172437_ss.pdb,soluprot_172437_ss,88.59580062305297,2.6867159463221024
6,soluprot_182263_ss.pdb,soluprot_182263_ss,64.53811928811929,4.698054287205245
7,soluprot_210319_ss.pdb,soluprot_210319_ss,82.88668898043255,0.9190294251000632
8,soluprot_240614_ss.pdb,soluprot_240614_ss,88.71230855855856,1.9646537086908926
9,soluprot_180905_ss.pdb,soluprot_180905_ss,89.23615290519876,1.0706568061411732
10,soluprot_51750_ss.pdb,soluprot_51750_ss,89.7730007558579,12.527899407263927
11,soluprot_240459_ss.pdb,soluprot_240459_ss,81.55905492482356,3.362799948305874
12,soluprot_163056_ss.pdb,soluprot_163056_ss,81.40700794763909,2.721488605669445
13,soluprot_175057_ss.pdb,soluprot_175057_ss,88.004239653513,13.87972845360965
14,soluprot_167380_ss.pdb,soluprot_167380_ss,83.4905376344086,1.4670713669402604
15,soluprot_217889_ss.pdb,soluprot_217889_ss,78.89280025940337,3.403305352372772
16,soluprot_53691_ss.pdb,soluprot_53691_ss,80.61542258981649,1.074724899290946
17,soluprot_68660_ss.pdb,soluprot_68660_ss,93.02474988089565,1.19585407074898
18,soluprot_201788_ss.pdb,soluprot_201788_ss,92.9994041297935,0.9544211553032841
19,soluprot_68178_ss.pdb,soluprot_68178_ss,27.14126139817629,19.34664128909627
20,soluprot_57877_ss.pdb,soluprot_57877_ss,73.15422935779817,1.1499401441765036
21,soluprot_187871_ss.pdb,soluprot_187871_ss,90.10254278728605,0.408601332006616
22,soluprot_208863_ss.pdb,soluprot_208863_ss,76.32614119922631,4.602077694844261
23,soluprot_147281_ss.pdb,soluprot_147281_ss,91.76046722454673,1.113497229096373
24,soluprot_68514_ss.pdb,soluprot_68514_ss,77.16678233438485,1.013541701260702
25,soluprot_239693_ss.pdb,soluprot_239693_ss,75.90776934749621,5.840450998097315
26,soluprot_82792_ss.pdb,soluprot_82792_ss,87.50985915492959,0.5461501745489223
27,soluprot_188205_ss.pdb,soluprot_188205_ss,83.6036908707442,1.6780366876775992
28,soluprot_170566_ss.pdb,soluprot_170566_ss,92.52518775145283,0.8406791508467385
29,soluprot_149945_ss.pdb,soluprot_149945_ss,88.77056846733669,0.7758822375610975
30,soluprot_21626_ss.pdb,soluprot_21626_ss,93.14283037721708,0.6145197122690612
31,soluprot_210326_ss.pdb,soluprot_210326_ss,83.77614075203252,1.2526482374290315
32,soluprot_24468_ss.pdb,soluprot_24468_ss,88.92223296637906,3.5125053626512632
33,soluprot_245534_ss.pdb,soluprot_245534_ss,69.96721265267773,7.72059481243764
34,soluprot_144814_ss.pdb,soluprot_144814_ss,82.917350677904,2.0023420699077836
35,soluprot_8262_ss.pdb,soluprot_8262_ss,86.08763948497854,0.6829124505859193
36,soluprot_92503_ss.pdb,soluprot_92503_ss,82.6022621930128,0.9567168459991188
37,soluprot_18314_ss.pdb,soluprot_18314_ss,85.36604409528637,1.0226258462315514
38,soluprot_20707_ss.pdb,soluprot_20707_ss,80.95376248612652,0.9538339478236649
39,soluprot_51739_ss.pdb,soluprot_51739_ss,81.71280193236716,1.7547055524934203
40,soluprot_237539_ss.pdb,soluprot_237539_ss,84.65405165456012,0.3468777482176838
41,soluprot_217931_ss.pdb,soluprot_217931_ss,81.14374087097646,3.6941479705347358
42,soluprot_35343_ss.pdb,soluprot_35343_ss,91.26786772677991,0.9309058659579258
43,soluprot_216247_ss.pdb,soluprot_216247_ss,69.53982248520711,9.673164409243986
44,soluprot_45341_ss.pdb,soluprot_45341_ss,86.05870120481927,0.9747135546189473
45,soluprot_67485_ss.pdb,soluprot_67485_ss,89.46070450097847,0.7166413696122101
46,soluprot_123934_ss.pdb,soluprot_123934_ss,88.27553091211533,14.10491884866888
47,soluprot_185328_ss.pdb,soluprot_185328_ss,89.59278326996198,2.446467523398746
48,soluprot_172457_ss.pdb,soluprot_172457_ss,90.85508371385083,1.108021017581356
49,soluprot_12376_ss.pdb,soluprot_12376_ss,75.88928515928517,12.299434237535161
50,soluprot_58723_ss.pdb,soluprot_58723_ss,86.34480506155951,0.7816901996836899
51,soluprot_26133_ss.pdb,soluprot_26133_ss,88.06638045540797,1.4162656899160369
52,soluprot_165454_ss.pdb,soluprot_165454_ss,67.23594657375145,1.3034485612787676
53,soluprot_185298_ss.pdb,soluprot_185298_ss,95.98827272727272,1.0746030839987473
54,soluprot_76932_ss.pdb,soluprot_76932_ss,86.07718659734257,11.556265544283846
55,soluprot_175504_ss.pdb,soluprot_175504_ss,71.54827237001209,25.755521523377805
56,soluprot_251412_ss.pdb,soluprot_251412_ss,84.58210012728044,1.317873054652136
57,soluprot_51650_ss.pdb,soluprot_51650_ss,73.37639801611903,2.3208441408149447
58,soluprot_215616_ss.pdb,soluprot_215616_ss,93.18001442585113,3.5939549438093543
59,soluprot_166096_ss.pdb,soluprot_166096_ss,74.86425444596443,4.254587073601829
60,soluprot_97442_ss.pdb,soluprot_97442_ss,90.01836047774158,1.3127751609492622
61,soluprot_192_ss.pdb,soluprot_192_ss,94.63429632686753,0.646669476859157
62,soluprot_179458_ss.pdb,soluprot_179458_ss,70.69484573502723,3.711709022328958
63,soluprot_153501_ss.pdb,soluprot_153501_ss,85.7818568534774,5.55230618678603
64,soluprot_119943_ss.pdb,soluprot_119943_ss,78.2626343154246,1.4910811240925967
65,soluprot_170369_ss.pdb,soluprot_170369_ss,76.7861931644797,2.1814103830643523
66,soluprot_182254_ss.pdb,soluprot_182254_ss,73.0652057416268,2.556340388048898
67,soluprot_83613_ss.pdb,soluprot_83613_ss,87.2777421109902,0.6842680067625093
68,soluprot_227682_ss.pdb,soluprot_227682_ss,90.27263623395149,0.811759767801355
69,soluprot_210339_ss.pdb,soluprot_210339_ss,81.18312818645302,4.8637182492922655
70,soluprot_48635_ss.pdb,soluprot_48635_ss,73.15773100616016,2.5852809512787465
71,soluprot_214292_ss.pdb,soluprot_214292_ss,75.67071625344353,6.74329923139698
72,soluprot_50231_ss.pdb,soluprot_50231_ss,92.03448573898011,1.1259915162058807
73,soluprot_102994_ss.pdb,soluprot_102994_ss,77.34303921568628,1.7190944207272953
74,soluprot_58994_ss.pdb,soluprot_58994_ss,89.07587550901687,0.4773535225700944
75,soluprot_117603_ss.pdb,soluprot_117603_ss,86.15341538461539,1.473690991077004
76,soluprot_124225_ss.pdb,soluprot_124225_ss,93.46095450049457,1.4437637442715985
77,soluprot_242410_ss.pdb,soluprot_242410_ss,72.04432421720175,19.037431137917473
78,soluprot_46640_ss.pdb,soluprot_46640_ss,89.24881991051456,1.508771080096846
79,soluprot_26814_ss.pdb,soluprot_26814_ss,88.059378577269,36.14465962271049
80,soluprot_17159_ss.pdb,soluprot_17159_ss,82.7395094491355,2.231818530527755
81,soluprot_119984_ss.pdb,soluprot_119984_ss,89.7126062467998,1.770416119232458
82,soluprot_210364_ss.pdb,soluprot_210364_ss,82.58224028906956,0.7532184104572373
83,soluprot_46845_ss.pdb,soluprot_46845_ss,88.43755040322581,0.48208766325500685
84,soluprot_165764_ss.pdb,soluprot_165764_ss,88.57119110896352,3.1196992207443084
85,soluprot_170900_ss.pdb,soluprot_170900_ss,83.58888017118403,0.5394283842878342
86,soluprot_54310_ss.pdb,soluprot_54310_ss,95.36286095463979,2.2937359662601646
87,soluprot_222859_ss.pdb,soluprot_222859_ss,81.16325247079965,2.6378140111081074
88,soluprot_224363_ss.pdb,soluprot_224363_ss,93.21471344402785,0.6010176735804461
89,soluprot_167914_ss.pdb,soluprot_167914_ss,86.2014183123878,1.3790592102836963
90,soluprot_169576_ss.pdb,soluprot_169576_ss,94.05431234801405,1.6683882482582193
91,soluprot_53327_ss.pdb,soluprot_53327_ss,89.99115626309174,1.3498560261122583
92,soluprot_175179_ss.pdb,soluprot_175179_ss,75.30795731707317,1.3077283771229526
93,soluprot_52090_ss.pdb,soluprot_52090_ss,88.71186934673366,0.5815019783207547
94,soluprot_58959_ss.pdb,soluprot_58959_ss,71.1802564102564,2.439555281022979
95,soluprot_176040_ss.pdb,soluprot_176040_ss,93.75380116959064,0.748639304013415
96,soluprot_26503_ss.pdb,soluprot_26503_ss,83.40080037842951,1.2846447002793766
97,soluprot_117193_ss.pdb,soluprot_117193_ss,84.39295238095238,0.626200747031147
98,soluprot_215598_ss.pdb,soluprot_215598_ss,88.34820436083797,0.9544462375056277
99,soluprot_49548_ss.pdb,soluprot_49548_ss,83.88307453416148,0.8278615922029803
100,soluprot_46538_ss.pdb,soluprot_46538_ss,90.77709597008725,1.9944701245694223
101,soluprot_20993_ss.pdb,soluprot_20993_ss,88.9412213740458,1.7100247100995836
102,soluprot_18866_ss.pdb,soluprot_18866_ss,84.8523708734797,3.6135769828562463
103,soluprot_97380_ss.pdb,soluprot_97380_ss,83.89546645702305,4.27751641510178
