pdb_name,length,scr_pctg,header,tm_score,sc_rmsd,plddt,pct_helix,pct_strand,pct_coil,frac,energy,sap
d1ew4a,106,scrambled_0.2,native,0.9508272182667152,0.7239201284454653,96.13,0.3396226415094339,0.320754716981132,0.3396226415094339,0.2,222.5780413050618,36.96917724609375
d1ew4a,106,scrambled_0.2,sample_1,0.7916894603057709,3.928579731046317,71.61,0.320754716981132,0.320754716981132,0.3584905660377358,0.2,1963.2835888130696,71.57398223876953
d1ew4a,106,scrambled_0.2,sample_2,0.8799603254969134,1.2975007723199443,91.87,0.3396226415094339,0.3490566037735849,0.3113207547169811,0.2,455.3777735432925,55.057579040527344
d1ew4a,106,scrambled_0.2,sample_3,0.9059036823819976,1.1443848960809797,83.87,0.2924528301886792,0.3396226415094339,0.3679245283018867,0.2,1684.9448782030215,63.00907516479492
d1ew4a,106,scrambled_0.2,sample_4,0.8538804096591103,1.5631450466519403,88.49,0.3396226415094339,0.2830188679245283,0.3773584905660377,0.2,888.5509938337492,53.968238830566406
d1ew4a,106,scrambled_0.2,sample_5,0.9313811022793456,0.8843754324383589,94.44,0.3113207547169811,0.330188679245283,0.3584905660377358,0.2,115.18482486692524,48.62490081787109
d1ew4a,106,scrambled_0.2,sample_6,0.917574332014041,1.0026090292699024,94.57,0.320754716981132,0.320754716981132,0.3584905660377358,0.2,803.3827763504682,63.79423904418945
d1ew4a,106,scrambled_0.2,sample_7,0.9209138726750248,1.005715100397696,92.64,0.3584905660377358,0.3396226415094339,0.3018867924528302,0.2,294.4498676147634,39.8614387512207
d1ew4a,106,scrambled_0.2,sample_8,0.9005125273346473,1.2016051983935725,87.38,0.3490566037735849,0.330188679245283,0.320754716981132,0.2,3924.693803462907,46.51759338378906
d1ew4a,106,scrambled_0.2,sample_9,0.9141181759731336,1.0234521571138575,81.3,0.320754716981132,0.3396226415094339,0.3396226415094339,0.2,932.067011034869,44.42423629760742
