pdb_name,length,scr_pctg,header,tm_score,sc_rmsd,plddt,pct_helix,pct_strand,pct_coil
d3kcca2,69,scrambled_0.5,native,0.9807633591988112,0.3498811611988527,96.5,0.4927536231884058,0.2318840579710145,0.2753623188405797
d3kcca2,69,scrambled_0.5,sample_1,0.842944382616171,1.2074900787169378,77.68,0.4782608695652174,0.2318840579710145,0.2898550724637681
d3kcca2,69,scrambled_0.5,sample_2,0.4481097111558262,6.6405466745978,49.98,0.391304347826087,0.2463768115942029,0.3623188405797101
d3kcca2,69,scrambled_0.5,sample_3,0.5330621120106481,3.877791034206279,56.13,0.4202898550724637,0.1594202898550724,0.4202898550724637
d3kcca2,69,scrambled_0.5,sample_4,0.4581911381590888,6.169164101394476,53.23,0.4057971014492754,0.144927536231884,0.4492753623188406
d3kcca2,69,scrambled_0.5,sample_5,0.6159023834745504,2.5415450248895755,57.3,0.4492753623188406,0.144927536231884,0.4057971014492754
d3kcca2,69,scrambled_0.5,sample_6,0.3675541732531719,10.144333165516317,51.23,0.5362318840579711,0.0289855072463768,0.4347826086956521
d3kcca2,69,scrambled_0.5,sample_7,0.8194597058232463,1.3789888227374896,64.53,0.5217391304347826,0.2028985507246377,0.2753623188405797
d3kcca2,69,scrambled_0.5,sample_8,0.7695371525024026,1.7083137194132298,64.02,0.5072463768115942,0.0869565217391304,0.4057971014492754
d3kcca2,69,scrambled_0.5,sample_9,0.4917698829198595,5.1969801947014185,53.1,0.3188405797101449,0.1304347826086956,0.5507246376811594
d3kcca2,69,scrambled_0.5,sample_10,0.5621690914329306,5.847797379407143,49.09,0.5072463768115942,0.1159420289855072,0.3768115942028985
d3kcca2,69,scrambled_0.5,sample_11,0.6276985653947942,3.210362218784586,56.14,0.4927536231884058,0.2028985507246377,0.3043478260869565
d3kcca2,69,scrambled_0.5,sample_12,0.3453461368152545,8.401580348521476,52.54,0.463768115942029,0.0,0.5362318840579711
d3kcca2,69,scrambled_0.5,sample_13,0.4123401611867402,5.773381147573589,59.82,0.5652173913043478,0.1159420289855072,0.3188405797101449
d3kcca2,69,scrambled_0.5,sample_14,0.5299566183937073,4.538502978561685,55.85,0.5362318840579711,0.1159420289855072,0.3478260869565217
d3kcca2,69,scrambled_0.5,sample_15,0.571741475436979,4.8218040323106335,56.92,0.4347826086956521,0.1594202898550724,0.4057971014492754
d3kcca2,69,scrambled_0.5,sample_16,0.8493314369362176,1.1734192147835107,58.28,0.4782608695652174,0.1884057971014492,0.3333333333333333
d3kcca2,69,scrambled_0.5,sample_17,0.6939266493791074,2.521129861437069,72.42,0.463768115942029,0.1594202898550724,0.3768115942028985
d3kcca2,69,scrambled_0.5,sample_18,0.4412930473685574,7.246662751851637,46.08,0.1739130434782608,0.2898550724637681,0.5362318840579711
d3kcca2,69,scrambled_0.5,sample_19,0.7917976988452543,1.6678672569483832,66.76,0.4782608695652174,0.1884057971014492,0.3333333333333333
d3kcca2,69,scrambled_0.5,sample_20,0.7708327887423414,2.004658378273804,66.46,0.4927536231884058,0.1739130434782608,0.3333333333333333
d3kcca2,69,scrambled_0.5,sample_21,0.6753184904786715,2.3091758899085453,65.56,0.5652173913043478,0.144927536231884,0.2898550724637681
d3kcca2,69,scrambled_0.5,sample_22,0.7036137130156571,3.188840806166773,62.89,0.5072463768115942,0.1739130434782608,0.3188405797101449
d3kcca2,69,scrambled_0.5,sample_23,0.7224758856909989,1.9513211141741336,68.69,0.4782608695652174,0.2028985507246377,0.3188405797101449
d3kcca2,69,scrambled_0.5,sample_24,0.7160205058325145,2.690425350768468,62.86,0.4782608695652174,0.2318840579710145,0.2898550724637681
d3kcca2,69,scrambled_0.5,sample_25,0.4921233896771775,4.260028594177305,46.54,0.2608695652173913,0.1594202898550724,0.5797101449275363
d3kcca2,69,scrambled_0.5,sample_26,0.5681438080715263,3.106927945178071,51.2,0.4202898550724637,0.2028985507246377,0.3768115942028985
d3kcca2,69,scrambled_0.5,sample_27,0.5290496952175001,5.141155429830001,55.69,0.4347826086956521,0.0579710144927536,0.5072463768115942
d3kcca2,69,scrambled_0.5,sample_28,0.6219830965376595,3.10004381409402,60.19,0.3768115942028985,0.2463768115942029,0.3768115942028985
d3kcca2,69,scrambled_0.5,sample_29,0.5315978961863088,4.701979489958784,53.6,0.6521739130434783,0.0869565217391304,0.2608695652173913
d3kcca2,69,scrambled_0.5,sample_30,0.6763104500425141,2.919787077865144,60.46,0.4057971014492754,0.2318840579710145,0.3623188405797101
d3kcca2,69,scrambled_0.5,sample_31,0.7970602763017929,1.6741541738050527,78.29,0.4927536231884058,0.2028985507246377,0.3043478260869565
d3kcca2,69,scrambled_0.5,sample_32,0.4539833757507152,4.600998664549396,59.51,0.5217391304347826,0.1884057971014492,0.2898550724637681
d3kcca2,69,scrambled_0.5,sample_33,0.4623890472772785,3.726976320486129,51.62,0.3623188405797101,0.0,0.6376811594202898
d3kcca2,69,scrambled_0.5,sample_34,0.5875495664517645,2.8063075043901544,62.81,0.4927536231884058,0.2753623188405797,0.2318840579710145
d3kcca2,69,scrambled_0.5,sample_35,0.314954387686193,11.9790320021285,54.22,0.6521739130434783,0.0,0.3478260869565217
d3kcca2,69,scrambled_0.5,sample_36,0.645821160711678,3.871475389726531,72.24,0.4927536231884058,0.144927536231884,0.3623188405797101
d3kcca2,69,scrambled_0.5,sample_37,0.5269941745561693,4.417790054370843,49.64,0.4202898550724637,0.1159420289855072,0.463768115942029
d3kcca2,69,scrambled_0.5,sample_38,0.6568095397653857,2.657158380963099,61.9,0.4782608695652174,0.2463768115942029,0.2753623188405797
d3kcca2,69,scrambled_0.5,sample_39,0.6319975407022825,2.8841212413855746,60.64,0.4347826086956521,0.144927536231884,0.4202898550724637
d3kcca2,69,scrambled_0.5,sample_40,0.4705112278191483,6.152181600351215,54.44,0.5217391304347826,0.1159420289855072,0.3623188405797101
d3kcca2,69,scrambled_0.5,sample_41,0.6622826106980462,2.990202608048393,83.59,0.4492753623188406,0.217391304347826,0.3333333333333333
d3kcca2,69,scrambled_0.5,sample_42,0.7641778468159333,2.955644986137973,76.24,0.4927536231884058,0.144927536231884,0.3623188405797101
